index,path,label,split
0,eurosat/2750/AnnualCrop/AnnualCrop_1.jpg,0,train
1,eurosat/2750/AnnualCrop/AnnualCrop_10.jpg,0,val
2,eurosat/2750/AnnualCrop/AnnualCrop_100.jpg,0,train
3,eurosat/2750/AnnualCrop/AnnualCrop_1000.jpg,0,val
4,eurosat/2750/AnnualCrop/AnnualCrop_1001.jpg,0,val
5,eurosat/2750/AnnualCrop/AnnualCrop_1002.jpg,0,test
6,eurosat/2750/AnnualCrop/AnnualCrop_1003.jpg,0,train
7,eurosat/2750/AnnualCrop/AnnualCrop_1004.jpg,0,train
8,eurosat/2750/AnnualCrop/AnnualCrop_1005.jpg,0,train
9,eurosat/2750/AnnualCrop/AnnualCrop_1006.jpg,0,test
10,eurosat/2750/AnnualCrop/AnnualCrop_1007.jpg,0,train
11,eurosat/2750/AnnualCrop/AnnualCrop_1008.jpg,0,test
12,eurosat/2750/AnnualCrop/AnnualCrop_1009.jpg,0,train
13,eurosat/2750/AnnualCrop/AnnualCrop_101.jpg,0,train
14,eurosat/2750/AnnualCrop/AnnualCrop_1010.jpg,0,train
15,eurosat/2750/AnnualCrop/AnnualCrop_1011.jpg,0,train
16,eurosat/2750/AnnualCrop/AnnualCrop_1012.jpg,0,test
17,eurosat/2750/AnnualCrop/AnnualCrop_1013.jpg,0,train
18,eurosat/2750/AnnualCrop/AnnualCrop_1014.jpg,0,train
19,eurosat/2750/AnnualCrop/AnnualCrop_1015.jpg,0,test
20,eurosat/2750/AnnualCrop/AnnualCrop_1016.jpg,0,train
21,eurosat/2750/AnnualCrop/AnnualCrop_1017.jpg,0,test
22,eurosat/2750/AnnualCrop/AnnualCrop_1018.jpg,0,train
23,eurosat/2750/AnnualCrop/AnnualCrop_1019.jpg,0,train
24,eurosat/2750/AnnualCrop/AnnualCrop_102.jpg,0,train
25,eurosat/2750/AnnualCrop/AnnualCrop_1020.jpg,0,train
26,eurosat/2750/AnnualCrop/AnnualCrop_1021.jpg,0,train
27,eurosat/2750/AnnualCrop/AnnualCrop_1022.jpg,0,val
28,eurosat/2750/AnnualCrop/AnnualCrop_1023.jpg,0,train
29,eurosat/2750/AnnualCrop/AnnualCrop_1024.jpg,0,train
30,eurosat/2750/AnnualCrop/AnnualCrop_1025.jpg,0,train
31,eurosat/2750/AnnualCrop/AnnualCrop_1026.jpg,0,train
32,eurosat/2750/AnnualCrop/AnnualCrop_1027.jpg,0,train
33,eurosat/2750/AnnualCrop/AnnualCrop_1028.jpg,0,train
34,eurosat/2750/AnnualCrop/AnnualCrop_1029.jpg,0,val
35,eurosat/2750/AnnualCrop/AnnualCrop_103.jpg,0,val
36,eurosat/2750/AnnualCrop/AnnualCrop_1030.jpg,0,test
37,eurosat/2750/AnnualCrop/AnnualCrop_1031.jpg,0,train
38,eurosat/2750/AnnualCrop/AnnualCrop_1032.jpg,0,val
39,eurosat/2750/AnnualCrop/AnnualCrop_1033.jpg,0,train
40,eurosat/2750/AnnualCrop/AnnualCrop_1034.jpg,0,test
41,eurosat/2750/AnnualCrop/AnnualCrop_1035.jpg,0,train
42,eurosat/2750/AnnualCrop/AnnualCrop_1036.jpg,0,test
43,eurosat/2750/AnnualCrop/AnnualCrop_1037.jpg,0,train
44,eurosat/2750/AnnualCrop/AnnualCrop_1038.jpg,0,train
45,eurosat/2750/AnnualCrop/AnnualCrop_1039.jpg,0,train
46,eurosat/2750/AnnualCrop/AnnualCrop_104.jpg,0,test
47,eurosat/2750/AnnualCrop/AnnualCrop_1040.jpg,0,val
48,eurosat/2750/AnnualCrop/AnnualCrop_1041.jpg,0,train
49,eurosat/2750/AnnualCrop/AnnualCrop_1042.jpg,0,train
50,eurosat/2750/AnnualCrop/AnnualCrop_1043.jpg,0,val
51,eurosat/2750/AnnualCrop/AnnualCrop_1044.jpg,0,train
52,eurosat/2750/AnnualCrop/AnnualCrop_1045.jpg,0,train
53,eurosat/2750/AnnualCrop/AnnualCrop_1046.jpg,0,train
54,eurosat/2750/AnnualCrop/AnnualCrop_1047.jpg,0,train
55,eurosat/2750/AnnualCrop/AnnualCrop_1048.jpg,0,val
56,eurosat/2750/AnnualCrop/AnnualCrop_1049.jpg,0,train
57,eurosat/2750/AnnualCrop/AnnualCrop_105.jpg,0,train
58,eurosat/2750/AnnualCrop/AnnualCrop_1050.jpg,0,train
59,eurosat/2750/AnnualCrop/AnnualCrop_1051.jpg,0,train
60,eurosat/2750/AnnualCrop/AnnualCrop_1052.jpg,0,val
61,eurosat/2750/AnnualCrop/AnnualCrop_1053.jpg,0,train
62,eurosat/2750/AnnualCrop/AnnualCrop_1054.jpg,0,val
63,eurosat/2750/AnnualCrop/AnnualCrop_1055.jpg,0,train
64,eurosat/2750/AnnualCrop/AnnualCrop_1056.jpg,0,test
65,eurosat/2750/AnnualCrop/AnnualCrop_1057.jpg,0,train
66,eurosat/2750/AnnualCrop/AnnualCrop_1058.jpg,0,test
67,eurosat/2750/AnnualCrop/AnnualCrop_1059.jpg,0,train
68,eurosat/2750/AnnualCrop/AnnualCrop_106.jpg,0,test
69,eurosat/2750/AnnualCrop/AnnualCrop_1060.jpg,0,train
70,eurosat/2750/AnnualCrop/AnnualCrop_1061.jpg,0,train
71,eurosat/2750/AnnualCrop/AnnualCrop_1062.jpg,0,train
72,eurosat/2750/AnnualCrop/AnnualCrop_1063.jpg,0,train
73,eurosat/2750/AnnualCrop/AnnualCrop_1064.jpg,0,train
74,eurosat/2750/AnnualCrop/AnnualCrop_1065.jpg,0,test
75,eurosat/2750/AnnualCrop/AnnualCrop_1066.jpg,0,val
76,eurosat/2750/AnnualCrop/AnnualCrop_1067.jpg,0,train
77,eurosat/2750/AnnualCrop/AnnualCrop_1068.jpg,0,train
78,eurosat/2750/AnnualCrop/AnnualCrop_1069.jpg,0,train
79,eurosat/2750/AnnualCrop/AnnualCrop_107.jpg,0,val
80,eurosat/2750/AnnualCrop/AnnualCrop_1070.jpg,0,train
81,eurosat/2750/AnnualCrop/AnnualCrop_1071.jpg,0,train
82,eurosat/2750/AnnualCrop/AnnualCrop_1072.jpg,0,val
83,eurosat/2750/AnnualCrop/AnnualCrop_1073.jpg,0,train
84,eurosat/2750/AnnualCrop/AnnualCrop_1074.jpg,0,train
85,eurosat/2750/AnnualCrop/AnnualCrop_1075.jpg,0,train
86,eurosat/2750/AnnualCrop/AnnualCrop_1076.jpg,0,train
87,eurosat/2750/AnnualCrop/AnnualCrop_1077.jpg,0,train
88,eurosat/2750/AnnualCrop/AnnualCrop_1078.jpg,0,train
89,eurosat/2750/AnnualCrop/AnnualCrop_1079.jpg,0,val
90,eurosat/2750/AnnualCrop/AnnualCrop_108.jpg,0,val
91,eurosat/2750/AnnualCrop/AnnualCrop_1080.jpg,0,train
92,eurosat/2750/AnnualCrop/AnnualCrop_1081.jpg,0,test
93,eurosat/2750/AnnualCrop/AnnualCrop_1082.jpg,0,train
94,eurosat/2750/AnnualCrop/AnnualCrop_1083.jpg,0,train
95,eurosat/2750/AnnualCrop/AnnualCrop_1084.jpg,0,test
96,eurosat/2750/AnnualCrop/AnnualCrop_1085.jpg,0,train
97,eurosat/2750/AnnualCrop/AnnualCrop_1086.jpg,0,train
98,eurosat/2750/AnnualCrop/AnnualCrop_1087.jpg,0,val
99,eurosat/2750/AnnualCrop/AnnualCrop_1088.jpg,0,train
100,eurosat/2750/AnnualCrop/AnnualCrop_1089.jpg,0,train
101,eurosat/2750/AnnualCrop/AnnualCrop_109.jpg,0,train
102,eurosat/2750/AnnualCrop/AnnualCrop_1090.jpg,0,train
103,eurosat/2750/AnnualCrop/AnnualCrop_1091.jpg,0,test
104,eurosat/2750/AnnualCrop/AnnualCrop_1092.jpg,0,train
105,eurosat/2750/AnnualCrop/AnnualCrop_1093.jpg,0,train
106,eurosat/2750/AnnualCrop/AnnualCrop_1094.jpg,0,test
107,eurosat/2750/AnnualCrop/AnnualCrop_1095.jpg,0,train
108,eurosat/2750/AnnualCrop/AnnualCrop_1096.jpg,0,train
109,eurosat/2750/AnnualCrop/AnnualCrop_1097.jpg,0,train
110,eurosat/2750/AnnualCrop/AnnualCrop_1098.jpg,0,val
111,eurosat/2750/AnnualCrop/AnnualCrop_1099.jpg,0,train
112,eurosat/2750/AnnualCrop/AnnualCrop_11.jpg,0,test
113,eurosat/2750/AnnualCrop/AnnualCrop_110.jpg,0,train
114,eurosat/2750/AnnualCrop/AnnualCrop_1100.jpg,0,val
115,eurosat/2750/AnnualCrop/AnnualCrop_1101.jpg,0,train
